Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T001_001,SE_T002_001,SE_T011_001,SE_T012_001,SE_T003_000,SE_T003_001,SE_T004_000,SE_T004_001,SE_T013_001,SE_T013_002,SE_T014_001,SE_T014_002,SE_T015_000,SE_T015_001,SE_T015_002,SE_T016_000,SE_T016_001,SE_T016_002,SE_T017_000,SE_T017_001,SE_T017_002,SE_T018_000,SE_T018_001,SE_T018_002,SE_T019_000,SE_T019_001,SE_T019_002
"06","California","California","00","06",,,,,,,,,,,39538223,37253956,2284267,6.13160921755531,39538223,253.680530383159,37253956,239.024480116416,2284267,14.656050266743,6.13160921755531,6.13161056122987,14392140,13475623,916517,13680080,12577497,1102583,712060,898126,-186066,5.20508651996187,7.14073714348729,-16.8754642507639,1.33226762955019E-15,1.69159276594302,-1.69159276594302
"36","New York","New York","00","36",,,,,,,,,,,20201249,19378096,823153,4.24785283342595,20201249,428.686586607738,19378096,411.218619838475,823153,17.467966769263,4.24785283342595,4.24785404321534,8488066,7715172,772894,8108092,7317753,790339,379974,397419,-17445,4.68635531022588,5.43088841615725,-2.2072806732301,6.88338275267597E-15,0.64187877067976,-0.641878770679753
